replicaID,rpID,appID,funcID,busyTime,upTime,reqsProcessed,lastWorkTS,shutdownTS
2024-08-09 17:12:20.5976299 -0300 -03 m=+140.661763001,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,463.43,0,5,1116863.52281189,0
2024-08-09 17:12:20.598628 -0300 -03 m=+140.662761101,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,1105.311,0,11,1117559.38308191,0
2024-08-09 17:12:20.598628 -0300 -03 m=+140.662761101,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,276.459,0,2,1116675.70496607,0
2024-08-09 17:12:20.598628 -0300 -03 m=+140.662761101,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,600.054,0,9,1117110.40720701,0
2024-08-09 17:12:20.598628 -0300 -03 m=+140.662761101,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,264.17900000000003,0,4,1116676.40506411,0
2024-08-09 17:12:20.5996551 -0300 -03 m=+140.663788201,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,817.503,0,13,1117486.4403119101,0
2024-08-09 17:12:20.5996551 -0300 -03 m=+140.663788201,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,776.472,0,10,1117187.77934289,0
2024-08-09 17:12:20.5996551 -0300 -03 m=+140.663788201,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,723.8119999999999,0,12,1117454.0076720698,0
2024-08-09 17:12:20.5996551 -0300 -03 m=+140.663788201,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,796.0120000000001,0,6,1117203.86396098,0
2024-08-09 17:12:20.6006452 -0300 -03 m=+140.664778301,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9-4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,85effaac4d59e8d2b8cce94be2794ccae809b5ee04701003a3475bcef198a7c9,4ce7573ec82ce8a37bc9e2a3f45343b2fccf86faa0a8d1507b59424ca1948aa9,691.8809999999999,0,10,1117099.17841005,0
